Status,Subj,Num,Title Short,Title Long,Type/Instr Met,Level,College,Dept,Cred Hrs,Description
Active,RGA,6310,Regulatory Doc Processes,Regulatory Documentation Processes,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Examines the nexus of professions, practices, and institutions that constitute the field of biomedicine. Explores the historical roots and cultural foundations of biomedicine. Maps the industrial terrain and identifies opportunities and issues for professional communicators. Students research and report on current changes in the biomedical industry, focusing on identifying new opportunities for writers in biomedicine. Offers students an opportunity to acquire research and writing skills and to develop the ability to think in terms of complex institutions so as to locate and articulate opportunities for professional communication."
Active,RGA,6370,Adv Reg Writing: Med Dev Sub,Advanced Regulatory Writing: Medical Device Submissions,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Examines the process of writing medical device submissions for regulatory agencies both nationally and internationally. Topics include device regulations, the device development process, and clinical study documents. Offers students an opportunity to practice communicating complex scientific information in various documents, including investigators' brochures, clinical trial reports, and investigational device exemption (IDE) 510(k) submission components."
Active,RGA,6380,Adv Reg Writing: New Drug Apps,Advanced Regulatory Writing: New Drug Applications,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Examines the process of writing drug submissions for regulatory agencies both nationally and internationally. Topics include drug regulations, the drug development process, and clinical study documents. Offers students an opportunity to practice communicating complex scientific information in various documents, including investigators' brochures, clinical trial reports, and Investigational New Drug (IND) application submission components."
Active,RGA,6405,Non-clinic Reg Biomed Prod Cm,Nonclinical Regulations in Biomedical Product Commercialization,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Examines the nonclinical regulatory processes involved in commercializing biomedical products within FDA's CBER, CDER, and CDRH. Offers students an opportunity to conduct a comprehensive analysis of FDA's quality standards for biomedical products, including gene and cellular-based therapies, with respect to ICH Common Technical Document (CTD) Module 4. Provides an overview of preclinical investigational new drug (IND) requirements and good manufacturing practice (GMP) regulations that must be fulfilled by biomedical product manufacturers in support of CTD Module 3. Additionally, offers students an opportunity to study biocompatibility testing requirements for medical devices according to FDA guidance and ISO 10993 standards to support 510(k) and PMA submissions."
Active,RGA,6410,Fund of CMC Reg and Methods,Fundamentals of CMC Regulations and Methods,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Discusses components of the Common Technical Document Module 3 and describes how regulatory affairs professionals support compliance with CMC regulation. Offers students an opportunity to design and evaluate core elements of an effective CMC compliance strategy, ensuring alignment with ICH guidelines, FDA Guidances, pharmacopeia, and 21 CFR. Chemistry, manufacturing, and controls (CMC) regulatory affairs professionals must use technical, analytical expertise and problem-solving abilities to ensure only quality product is distributed to patients."
Active,RGA,6420,Global IVD Regs & Submission,Global IVD Regulations and Submissions,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Examines in-depth regulations governing in vitro diagnostic medical devices. Covers the IVD regulations for the four major economic markets—United States, European Union, Australia, and Canada—as well as other markets that have specific IVD regulations—these countries could include China, Brazil, Mexico, etc. Topics include IVD classification schemes, regulatory strategy, regulatory submission routes (including harmonization), regulatory review processes, performance evaluation, clinical trial requirements, labeling, and postmarketing. Also explores IVD testing methodologies. Covers emerging trends in IVDs, such as the advent of companion diagnostics and their relationship to personalized medicine."
Active,RGA,6423,Med Device Product Devl Canada,Medical Device Product Development in Canada,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Explores the general requirements for medical device regulation globally and the details of medical device regulation in Canada. Familiarizes students with the International Medical Device Regulators Forum goals and objectives and explores the medical device regulatory model developed by the Global Harmonization Task Force that is in use in many countries today. Studies Canadian medical device regulations, covering topics such as postmarket topics of adverse event reporting, recalls and inspections, classification, device licensing, establishment registration, design change, license amendments, and annual renewal processes. Offers students an opportunity to participate in a project to learn how to prepare portions of a sample submission for Canada."
Active,RGA,6430,Clinical Trial Qual Oversight,Clinical Trial Quality Oversight,Type: Lecture | Instr Met:,GP,PS,CPS,2,"Examines systemic reviews of audits in regions and trends in reported issues across regions, including evaluating previous experiences with investigators as well as other approaches. In the ever changing world of conducting clinical research, there is a need for quality oversight of activities. Offers students an opportunity to learn how all of this information collates and reports out to be used in the full quality oversight of a research study."
Active,RGA,6431,Clinical Trial Agreements,Clinical Trial Agreements and Other Key Contracts in the Life Sciences,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Describes the legal principles involved with clinical trial agreements and contracts in the life sciences of all types. Clinical trial agreements address high-risk legal areas like subject injury, indemnification, confidentiality, ownership of data, patent rights, and publication rights. Other important contracts used in the life sciences industry include manufacturing and supply agreements, sponsored research agreements, services agreements, consulting agreements, and licensing agreements. Clinical trials typically involve a complex matrix of roles and responsibilities defined by the different contracts entered into by the sponsor, investigator, contract research organization, and clinical trial site.Explores the meaning of different clauses and reviews the key issues faced in negotiating these contracts. Discusses some of the pitfalls to look out for when structuring agreements with healthcare professionals and academic institutions."
Active,RGA,6432,Real World Evidence in Biomed,Real-World Evidence in Biomedical Research,Type: Lecture | Instr Met:,GP,PS,CPS,2,"Provides an overview of real-world evidence (RWE), discusses challenges in implementing an effective RWE strategy, and reviews the implications of RWE on regulatory decision making. Topics include observational studies/pragmatic clinical trials, comparative effectiveness research, registries, patient reported outcomes, primary vs. secondary data collection, medical claims and electronic health record data, social media, wearable devices, and artificial intelligence."
Active,RGA,6460,IP in the Life Sciences,Intellectual Property in the Life Sciences,Type: Lecture | Instr Met:,GP,PS,CPS,2,"Reviews each of the main types of intellectual property (patents, trademarks, copyrights, and trade secrets) and explains the role they have in protecting the intellectual assets of life science companies. Intellectual property is at the heart of all products in the life sciences and plays a central role in the business strategy used by companies developing their pipeline of products.Also explains how regulatory affairs professionals can assist with the creation and protection of intellectual property and ways for them to work collaboratively with intellectual property counsel to ensure that the intellectual property delivers maximum value."
Active,RGA,6461,Cybersec/Reg Dig Health Tech,Cybersecurity and Regulation of Digital Health Technologies by the FDA,Type: Lecture | Instr Met:,GP,PS,CPS,2,"Explores the increasing reliance on electronically based media to warehouse patient clinical data, as well as the need to protect it and maintain individual privacy with respect to patient healthcare data. Includes detailing the specifics of what types of patient clinical data new cybersecurity compliance regulations are designed to address, as well as a study of how these regulations impact the development of new biomedical products. Offers students an opportunity to study how these issues are addressed in other geographies, including the European Union, Canada, and the Asia-Pacific nations."
Active,RGA,6462,Reg Comp in Pharma Industry,Regulatory Compliance in the Pharmaceutical Industry: A Collaborative Approach,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Offers students a historical overview of the compliance function in the pharmaceutical industry, covers the basic components of an effective compliance program, and describes the consequences associated with a weak compliance culture. In addition, advocates for compliance to become a collaborative partnership to different stakeholders in the business and help achieve important goals at the individual, department, and company levels. The rapid evolution of regulatory changes at the U.S. Food and Drug Administration (FDA) and foreign counterpart agencies like the European Medicines Agency (EMA) have increased the importance of regulatory compliance management for pharmaceutical companies. Companies must continuously adapt their compliance practices to conform to the changing regulatory landscape."
Active,RGA,6463,Reg Strategy for Prod Dev,Regulatory Strategy for Product Development and Life-Cycle Management,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Examines the preparation of regulatory strategies to support product development and life-cycle management while providing students the opportunity to examine domestic and international processes relevant to regulatory strategy. In developing target product profiles, strategic regulatory plans, and life-cycle management plans, students appraise key components of regulatory strategies, evaluate core elements of product life cycle in the generation of those strategies, and integrate business needs into regulatory planning. Upon completion of the course, successful students should possess the fundamentals to formulate regulatory strategies supporting product development and life-cycle management and be equipped with a stronger understanding of the high-visibility role regulatory professionals serve in developing sound regulatory strategy."
Active,RGA,6470,Research Ethics,Research Ethics,Type: Lecture | Instr Met:,GP,PS,CPS,2,"Covers many of the ethical and regulatory issues that must be considered when conducting a clinical trial. Reviews the history and tragedies of conducting human experimentation and how such events shaped the regulatory framework we have today. Students analyze and discuss current and specific ethical research topics such as trials concerning pediatrics, women, elderly and the terminally ill, prisoners, embryos and fetuses, stem cell research, and genetic testing."
Active,RGA,6962,Elective,Elective,Type: Off-campus instruction | Instr Met:,GP,PS,CPS,1 to 4,Offers elective credit for courses taken at other academic institutions. May be repeated without limit.
Active,RGA,7962,Elective,Elective,Type: Individual Instruction | Instr Met:,GP,PS,CPS,1 to 4,Offers elective credit for courses taken at other academic institutions.
Active,RGA,7978,Independent Study,Independent Study,Type: Individual Instruction | Instr Met:,GP,PS,CPS,1 to 4,Offers independent work under the direction of members of the department on a chosen topic.
Active,RGA,7983,Topics,Topics,Type: Lecture | Instr Met:,GP,PS,CPS,1 to 4,Covers special topics in regulatory affairs. May be repeated without limit.
Active,RMS,5105,Fundamentals of Remote Sensing,Fundamentals of Remote Sensing,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Introduces remote sensing principles, datasets, and basic interpretation/analysis. Covers four general categories: physical processes/theories involved in remote sensing, e.g., the nature and properties of electromagnetic radiation and how it is affected by interactions with the atmosphere and earth’s surface; different sensor types and platforms, including optical, thermal, and microwave systems, from UAVs to environmental satellites; different applications of remote sensing such as land-use, land-change, vegetation, natural hazards, precision agriculture, and military; and starting methods of remote sensing to analyze images and extract desired information. Software used includes ArcGIS Pro, ArcGIS Online, GIMP, and FOSS."
Active,RMS,5106,Fundamentals of Remote Sensing,Fundamentals of Remote Sensing,Type: Lecture | Instr Met:,UC,PS,CPS,2.3,"Introduces remote sensing principles, datasets, and basic interpretation/analysis. Covers four general categories: physical processes/theories involved in remote sensing, e.g., the nature and properties of electromagnetic radiation and how it is affected by interactions with the atmosphere and earth’s surface; different sensor types and platforms, including optical, thermal, and microwave systems, from UAVs to environmental satellites; different applications of remote sensing such as land-use, land-change, vegetation, natural hazards, precision agriculture, and military; and starting methods of remote sensing to analyze images and extract desired information. Software used includes ArcGIS Pro, ArcGIS Online, GIMP, and FOSS."
Active,RMS,6110,Intro to Machine Learning,Introduction to Machine Learning for Image Data,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Explores a range of machine learning routines, including image classifications and clustering, PCAs, and data reduction. Students perform exercises corresponding to concepts introduced in weekly lessons. Focuses on computer thinking, algorithms involved in preprocessing, spectral and spatial enhancement, spatial analysis, and linear transformations. Utilizes a variety of data types and an opportunity to experience the journey of geospatial image data from its origin (raw data) to its end (transformation) in the context of the process, scope, and real-world scenarios. Examples provided with GBDX notebooks and customized work flows as entry to Python, cloud-based analytics, and web-based GUI software: ENVI, ArcGIS, and GBDX."
Active,RMS,6225,Value of Info & Geo Analytics,Value of Information and Geospatial Analytics,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Focuses on Value of Information (VOI) theory as applied to solving geospatial intelligence problems. Introduces students to VOI theory by working with a series of case studies where various types of data are introduced at different times in the problem-solving process. Offers students an opportunity to develop an understanding of the value of numerous data types (satellite, airborne, terrestrial; LiDAR; existing maps and GIS data; open source data including social media), the incremental value of each piece of data, and how to quantify the incremental value. Analyzes VOI theory as it relates to geospatial intelligence and demonstrates how to set up an analytic problem to calculate the value of data within that analytic problem construct. Software: GIS and remote sensing analytic software; VOI analytic framework (e.g., SAS)."
Active,RMS,6240,Intro to Radar & Lidar Rs,Introduction to Radar and LiDAR Remote Sensing,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Introduces the techniques and methods of active imaging used in radar and Light Detection and Ranging (LiDAR). Covers the underlying principles of the measurement techniques and the interaction of microwaves and LiDAR signals with natural surfaces and the atmosphere. Regarding radar, the course focuses on the role of synthetic aperture radar (SAR) systems and their application to monitoring aspects of the Earth's surface, including 3-D. Regarding LiDAR, the course introduces the different airborne and satellite systems and applications in terrestrial surfaces, principally for urban applications. Students complete a weekly lab project related to the processing and analysis of these data. Software: ArcGIS; ENVI; LIDAR Analyst; ESA SNAP Toolbox; ASF MapReady; ASF SAR Training Processor; USDA FS FUSION; FugroViewer."
Active,RMS,6280,Automated Feature Extraction,Automated Feature Extraction for the Geospatial Professional,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Introduces machine learning and automated feature extraction software and how it is utilized for image interpretation. Explores a variety of techniques and work flows associated with collecting features of interest from multiple data sources, e.g., aerial and satellite imagery, LiDAR, and elevation data. Students use AFE software to solve real-world problems in exercises corresponding to concepts introduced in weekly lessons. Offers students an opportunity to learn how to use feature extraction to create industry-standard analytical products and develop processing models for automation. Discusses the fundamentals of machine learning, supervised and unsupervised classification, hierarchical learning, postprocessing, cleanup, automation, modeling, and publication. Software: Esri ArcGIS 10.5; Feature Analyst for ArcGIS; LIDAR Analyst; ENVI; ENVI LiDAR."
Active,RMS,6290,Spectroscopic Image Analysis,Spectroscopic Image Analysis,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Explores the various techniques and work flows associated with nonliteral imagery analysis using hyperspectral data from numerous airborne and space-borne hyperspectral imaging (HSI) sensors. The course is divided into four modules: (1) basic theoretical concepts that underpin HSI analysis; (2) data preparation and other ancillary concepts such as spectral libraries and atmospheric correction that are critical to nonliteral analysis but are preprocessing steps; (3) nonliteral exploitation techniques, covered in sufficient depth to give the students an opportunity to understand the different methods and procedures used; (4) a final project where students are expected to conduct nonliteral analysis of a hyperspectral image from pre- through postprocessing. The ENVI software system is used extensively each week."
Active,RMS,6293,Allied Tech in Remote Sensing,Allied Technologies in Remote Sensing,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Includes an overview of unmanned aerial systems (UAS), small satellites (CubeSats), and photogrammetry and GPS. Includes a review of digital elevation models, datums, projections, coordinate systems and scale for integration with components of a command, control, communications, computers, intelligence, surveillance, and reconnaissance (C4ISR) network. Focuses on various technology applications and skills to recognize, evaluate, and develop systems and overall networks for a range of functions. These include military, security, scientific, and commercial applications in government and market ventures. Software used includes PixElement (Platform as a Service), DroneMapper (free version), DroneDeploy (for flight planning), and drone2map."
Active,RMS,6962,Elective,Elective,Type: Off-campus instruction | Instr Met:,GP,PS,CPS,1 to 4,Offers elective credit for courses taken at other academic institutions. May be repeated without limit.
Active,RMS,6983,Topics,Topics,Type: Lecture | Instr Met:,GP,PS,CPS,1 to 4,Covers special topics in remote sensing. May be repeated without limit.
Active,RPT,6962,Elective,Elective,Type: Off-campus instruction | Instr Met:,GP,PS,CPS,1 to 4,Offers elective credit for courses taken at other academic institutions. May be repeated without limit.
Active,RPT,6970,Seminar,Seminar,Type: Seminar | Instr Met:,GP,PS,CPS,1 to 4,Offers an in-depth study of selected topics.
Active,RPT,6978,Independent Study,Independent Study,Type: Individual Instruction | Instr Met:,GP,PS,CPS,1 to 4,Offers independent work under the direction of members of the department on a chosen topic. Course content depends on instructor. May be repeated without limit.
Active,RPT,7200,Adv Cardiopulmonary Physiology,Advanced Cardiopulmonary Physiology,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Covers advanced in-depth integrated physiology of the cardiovascular, renal, and pulmonary systems. Discusses the physiological dynamics, control mechanisms, and system interrelationships of the cardiovascular, pulmonary, and renal systems. Offers students an opportunity to make applications of advanced cardiopulmonary and renal physiology concepts to the management of neonatal, pediatric, adult, and geriatric patients requiring cardiovascular, pulmonary, and renal diagnosis and treatment."
Active,RPT,7205,Evolving Roles of Res Care Pro,The Evolving Roles of Respiratory Care Professionals,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Presents current and projected trends in respiratory therapy. Focuses on elaborating traditional and emerging roles for respiratory therapists, thereby highlighting numerous career opportunities in education, management, research, and other areas. Provides in-depth study related to a quality improvement project in a respiratory care department or educational program. Offers students an opportunity to develop three, five, and 10-year career and professional service plans."
Active,RPT,7210,Research Design,Research Design,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Covers different types of designs used in medical research. Emphasizes the evaluation of research designs in peer-reviewed medical journals. Discusses the quality of published research articles and evaluation of levels of evidence produced by clinical research. Attention is given to review of medical literature to identify evidence for current or new standards of practice. Discusses development of research protocols, proposals for research funding, and the management of research projects."
Active,RPT,7215,Applied Research in Resp Care,Applied Research in Respiratory Care,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Offers a review and discussion of student research protocols and data analysis. Discusses how to prepare research abstracts, posters, and manuscripts under the guidance of departmental faculty. Integrates research outcomes to support clinical practice."
Active,RPT,7300,Clin Guidelns/Resp Protocols,Development of Clinical Practice Guidelines and Respiratory Care Protocols,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Offers students an opportunity to gain the foundations necessary to build a strong understanding of how to complete systematic state-of-the-art reviews to summarize evidence based on a thorough literature search, critically appraise individual studies, and use statistical techniques to combine valid studies. Topics include meta-analysis, evidence-based clinical practice guidelines, and the GRADE (Grading of Recommendations, Assessment, Development, and Evaluation) approach to evaluate the supporting evidence and the strength of recommendations in healthcare. Also covers the criteria for establishing the scientific basis for protocol-directed respiratory care, evaluation of respiratory protocols efficacy in providing ICU care, and the use of respiratory protocols in providing non-ICU care."
Active,RPT,7302,Respiratory Therapist Ed,Respiratory Therapist Education,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Offers students an opportunity to gain the foundations necessary to build a strong understanding of administration, fiscal planning, curriculum development, and outcomes assessment for baccalaureate or graduate respiratory therapist programs. Topics include preparation of a self-study for Committee on Accreditation for Respiratory Care (CoARC) accreditation; organization of clinical practice rotations; the role of advisory committees; and integration of didactic, laboratory, and clinical experiences. Covers the use of online instruction, clinical simulations, and other strategies to support learning outcomes."
Active,RPT,7305,Development Patient Mgmt Plans,Development of Patient Management Plans,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Offers students an opportunity to use previously acquired knowledge and assessment skills to prepare respiratory care plans for those experiencing respiratory and respiratory-related disorders commonly encountered by the respiratory therapist. Includes how to evaluate outpatient and emergency department patients for home treatment; care plan development, including for patients with rehospitalization; rapid response team activation; or admission to ICU. Topics include concepts of respiratory and respiratory-related illnesses. Offers students an opportunity to learn how to make informed decisions about diagnostic and therapeutic interventions based on patient information and preferences, up-to-date scientific evidence, and clinical judgment (evidence-based practice), which may lower the cost of healthcare delivery. Examines skills needed for future advanced practice respiratory therapist (APRT) roles."
Active,RPT,7400,Pulmonary Diseases & Disorders,Pulmonary Diseases and Disorders,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Offers students an opportunity to gain the foundations necessary to build a strong understanding of the pathophysiology of pulmonary diseases and disorders. Topics include obstructive airway diseases, infectious pulmonary diseases, pulmonary vascular diseases, chest and pleura trauma, disorders of the pleura and chest wall, environmental lung diseases, neoplastic disease, and chronic noninfectious parenchyma disease."
Active,RPT,7401,Cardiopul Asses & Diagnostic,Cardiopulmonary Assessment and Diagnostics,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Describes patient evaluation and implementation of evidence-based respiratory care plans. Reviews and applies evidence-based practice and critical diagnostic thinking to the review of the medical record, patient interview, physical assessment, and evaluation of diagnostic studies. Reviews assessment of oxygenation, ventilation, and arterial blood gases. Discusses laboratory studies, imaging studies, and ECG monitoring and interpretation. Describes pulmonary function testing, diagnostic bronchoscopy, and other diagnostic studies. Also reviews acute- and critical-care monitoring, sleep studies, and maternal and perinatal/neonatal patient assessment."
Active,RPT,7402,Adult Critical Care,Adult Critical Care,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Offers students an opportunity to gain the foundations necessary to build a strong understanding of how to manage airways, administer specialty gases, manage mechanical ventilation, and deliver pharmacologic agents. Topics include assessment of patient status and changes in status and anticipating care based on laboratory results and reports on imaging. Offers students an opportunity to build a strong understanding of the effects of pharmacologic agents, how to anticipate care needed based on nutritional status, how to prevent ventilator-associated pneumonia, recognize and manage patients with infections and sepsis, manage end-of-life care, and prepare for disasters."
Active,RPT,7403,Neonatal and Pediatric Care,Neonatal and Pediatric Care,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Covers evaluation of maternal history; neonatal assessment; patient history; physical examination; and results of laboratory studies, imaging, and other diagnostic tests. Topics include assessment and management of nine airways, administration and monitoring of specialty gases, management of ventilation and oxygenation, prevention of ventilator-associated pneumonia, and delivery of pharmacologic agents. Offers students an opportunity to build a strong understanding of how to assess patient status and to anticipate care based on laboratory results, nutritional status, and imaging reports. Other topics include anticipating the effects of pharmacologic agents, management of end-of-life care, preparing for disasters, and evaluating patient and family understanding of education on medications, equipment, and procedures."
Active,RPT,7962,Elective,Elective,Type: Individual Instruction | Instr Met:,GP,PS,CPS,1 to 4,Offers elective credit for courses taken at other academic institutions.
Active,SCI,1990,Elective,Elective,Type: Off-campus instruction | Instr Met:,UC,PS,CPS,1 to 4,Offers elective credit for courses taken at other academic institutions. May be repeated without limit.
Active,SCI,2990,Elective,Elective,Type: Off-campus instruction | Instr Met:,UC,PS,CPS,1 to 4,Offers elective credit for courses taken at other academic institutions. May be repeated without limit.
Active,SCI,3990,Elective,Elective,Type: Off-campus instruction | Instr Met:,UC,PS,CPS,1 to 4,Offers elective credit for courses taken at other academic institutions. May be repeated without limit.
Active,SCI,4990,Elective,Elective,Type: Off-campus instruction | Instr Met:,UC,PS,CPS,1 to 4,Offers elective credit for courses taken at other academic institutions. May be repeated without limit.
Active,SCI,6962,Elective,Elective,Type: Off-campus instruction | Instr Met:,GP,PS,CPS,1 to 4,Offers elective credit for courses taken at other academic institutions. May be repeated without limit.
Active,SCLY,1210,Sociology of Boston,Sociology of Boston,Type: Lecture | Instr Met:,US,PS,SPPS,4,"Introduces students to American urban studies and urban theory, with a special focus on spatial expressions of intra-urban inequalities. Focuses on theories of formation of urban inequalities, social and immigrant segregation, segregation and integration, gentrification as a process and how it impacts displacement, and theories of formation of neighborhoods and the evolution of collective efficacy. The class tests theories discussed in class by exploring specific neighborhoods in Boston. Offers students an opportunity to learn about the Irish influence in Dorchester, the Italian influence on the West End, and the African-American influence in Roxbury. Concludes with a concentration on how globalization has fueled a new wave of immigrant communities to grow and evolve in the twenty-first century."
Active,SCLY,1211,Recitation for SCLY 1210,Recitation for SCLY 1210,Type: Recitation/Discussion | Instr Met:,US,PS,SPPS,0,"Accompanies SCLY 1210. Offers students an opportunity to engage in additional discussions on a variety of topics covered in SCLY 1210. Designed to increase student understanding of topics in U.S. history, as well as to improve English-language preparation through listening, reading, writing, and speaking on said topics."
Active,SIA,6000,Psychology of Intel Analysis,Psychology of Intelligence Analysis,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Offers an interdisciplinary viewpoint and approach to both security and intelligence analysis through the use of case studies as well as current research in psychology. Focuses on four sections: our mental machinery, involving cognition perception and memory; tools for thinking, which encompasses strategies for analytical judgment, the need for more information, keeping an open mind, structuring analytical problems, and analysis of competing hypotheses; cognitive biases, including biases in evaluation of evidence, perception of cause and effect, estimating probabilities, and evaluation of intelligence reporting; and improving intelligence analysis for homeland security and military applications."
Active,SIA,6010,Intel Ops Management,Intelligence Operations Management,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Examines intensively case studies of intelligence operations engaged in by the United States and other countries. Uses several recent case studies, such as Operation Iraqi Freedom (OIF). Examines analysis and conceptual design of the operation, the strategic basis of the policy, as well as the operational- and tactical-level experiences. Offers students an opportunity to learn how intelligence fits in the strategic, operational, and tactical levels of OIF and the challenges in bringing the nation's intelligence assets together in a coherent and effective manner."
Active,SIA,6020,Globalization & Intel Issues,Globalization and Intelligence Issues,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Highlights the key themes that are currently developing within international intelligence liaison relationships. Explores the trend towards homogenization of intelligence and other law enforcement and security initiatives. Offers students an opportunity to discuss international standardization among a widening group of partners and how these processes may establish viable frameworks and operational parameters for the intelligence liaison arrangements, together with addressing counterintelligence and other security considerations. In short, a best-practice approach is defined and explored as becoming normalized operationally, facilitating the optimization of intelligence liaison arrangements."
Active,SIA,6030,Intel Analysis & Policy Relat,Intelligence Analysis and Policy Relationship,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Describes how relationships are forged and fostered between policymakers and intelligence analysts. Policymakers need support from intelligence to help deal with uncertainty. Thus, policy officials come to respect and rely on analysts and managers who appreciate this aspect of the decision process. Analysts are deemed most useful when they clarify what is known by laying out the evidence and pointing to cause-and-effect patterns; carefully structure assumptions and argumentation about what is unknown and unknowable; and bring expertise to planning and action on important threats and opportunities. The heavily engaged policymaker has little use for intelligence products that emphasize prediction over explanation and opinion over evidence by assessments that trivialize the challenge of uncertainty by burying honest debate in compromise language and by ignoring high-impact contingencies."
Active,SIA,6040,Interagency Collaboration,Interagency Collaboration,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Offers an overview of the disparate intelligence agencies in the intelligence community and describes their missions, responsibilities, and how agencies do or do not collaborate in today's environment. Given the dynamic nature of threats and sources in the 21st century, this course reflects the rapid changes taking place. Requires students to analyze the relative missions and develop policy recommendations for future collaborative efforts in keeping with relevant U.S. and international laws."
Active,SIA,6050,All-Source Intelligence,All-Source Intelligence,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Offers students an opportunity to examine several means of collecting and analyzing multidiscipline information but remain focused on the need and ability to filter all of this data into objective and cohesive all-source products with an unbiased viewpoint. To provide the current and thorough intelligence analysis required today by senior policymakers, military leadership, and corporate America, all-source analysts utilize many types of intelligence: human, imaginary, signals, electronic, telemetry, communications, measurement and signals, and open-source. Professional analysts also use a variety of linking, modeling, and data-manipulation or artificial intelligence software packages."
Active,SIA,6060,Human Intelligence Operations,Human Intelligence Operations,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Introduces all aspects of human intelligence (HUMINT), from its basic role as part of the intelligence community to operational considerations as a tool of U.S. national security policy. Studies what HUMINT is, how it is conducted, its challenges, specific analytical and reporting considerations that make it a unique discipline, and some of its great successes. Explores contemporary challenges to conducting HUMINT operations, given technology and the ways different U.S. government intelligence agencies organize and operate their HUMINT capabilities. Offers students an opportunity to develop advanced analytical and writing skills and to obtain a basis for dissertation research and writing. Requires students to research information from other disciplines and integrate it into their current research and applied decision making on HUMINT operations supporting counterterrorism."
Active,SIA,6070,Analysis for Counterterrorism,Analysis for Counterterrorism,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Explores how to create a unified, integrated, and multidisciplinary counterterrorism analysis program that makes the best use of all available resources. The task of counterterrorism is one that is particularly analysis intensive. It requires its practitioners to employ a melded set of analytical tools and interoperable capabilities. This objective can be complicated by the fact that many counterterrorism operations might involve several entities, including both the intelligence community and unclassified counterterrorism efforts."
Active,SIA,6080,Culture and Psychology,Culture and Psychology,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Examines the essential value of cultural knowledge in applying psychological theory. By understanding the varying thought processes and cultural values of some of the key cultures and geographic regions in which the intelligence community finds itself operating, analysts and policymakers can have a richer and more nuanced approach and viewpoint associated with the products produced on and about those areas and individuals from those areas of interest. Emphasizes nuanced differences in and among the Middle East countries and tribal areas as well as cultural differences among Far Eastern countries and cultures."
Active,SIA,6090,Intelligence Collection,Intelligence Collection,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Explores the many ways in which intelligence information is collected. Topics include the value of open-source information as well as nonclassified means of collection, which enhance the knowledge base and resources available for analysts. Examines nontraditional approaches of accessing and utilizing public records and documents to satisfy client needs."
Active,SIA,6100,Leadership for Intel Profs,Leadership for Intelligence Professionals,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Studies the core leadership and management qualities and approaches necessary to engage intelligence users; to develop, manage, and apply the right mix of people, process, and technology; and to measure the value and impact to the intelligence effort. For intelligence to be valuable to policymakers and business executives, it must incorporate a multidisciplinary approach that delivers unique insights. This requires leadership skills to manage the development and implementation of the intelligence process."
Active,SIA,6140,Civil Liberties & Security,Civil Liberties and Security,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Examines and discusses important constitutional issues that affect U.S. citizens. Emphasizes the rights and civil liberties that the U.S. Constitution protects. Explores the history and makeup of the U.S. Supreme Court and the important role the court plays in ensuring democracy continues to function. Analyzes the distribution of powers among the three coordinate branches of government—legislative, executive, and judicial—and engages students in understanding the laws and policies that govern critical constitutional issues."
